pc_time,frame_index,frame_type,mode_num,mode_name,input_mv,input_v,battery_mv,battery_v,current_cA,current_a,mah,cell1_mv,cell1_v,cell2_mv,cell2_v,cell3_mv,cell3_v,cell4_mv,cell4_v,cell5_mv,cell5_v,cell6_mv,cell6_v,cell_delta_mv,cell_delta_v,temp_raw,temp_c,status,status_bin,unknown_value,unknown_value_bin,raw_line
12:21:50,1,$1,1,charge,13746,13.746,15709,15.709,43,0.43,0,3930,3.93,3928,3.928,3932,3.932,3928,3.928,0,0.0,0,0.0,4,0.004,272,27.2,1,00000001,33,00100001,$1;1;;13746;15709;43;3930;3928;3932;3928;0;0;272;1;0;33
12:21:52,2,$1,1,charge,13738,13.738,15740,15.74,51,0.51,0,3931,3.931,3928,3.928,3932,3.932,3931,3.931,0,0.0,0,0.0,4,0.004,272,27.2,0,00000000,46,00101110,$1;1;;13738;15740;51;3931;3928;3932;3931;0;0;272;0;0;46
12:21:54,3,$1,1,charge,13738,13.738,15738,15.738,49,0.49,0,3931,3.931,3930,3.93,3933,3.933,3930,3.93,0,0.0,0,0.0,3,0.003,272,27.2,0,00000000,33,00100001,$1;1;;13738;15738;49;3931;3930;3933;3930;0;0;272;0;0;33
12:21:56,4,$1,1,charge,13731,13.731,15744,15.744,49,0.49,0,3932,3.932,3931,3.931,3933,3.933,3932,3.932,0,0.0,0,0.0,2,0.002,275,27.5,0,00000000,36,00100100,$1;1;;13731;15744;49;3932;3931;3933;3932;0;0;275;0;0;36
12:21:58,5,$1,1,charge,13731,13.731,15743,15.743,49,0.49,1,3933,3.933,3931,3.931,3936,3.936,3932,3.932,0,0.0,0,0.0,5,0.005,275,27.5,0,00000000,38,00100110,$1;1;;13731;15743;49;3933;3931;3936;3932;0;0;275;0;1;38
12:22:00,6,$1,1,charge,13723,13.723,15747,15.747,49,0.49,1,3934,3.934,3932,3.932,3936,3.936,3932,3.932,0,0.0,0,0.0,4,0.004,275,27.5,0,00000000,37,00100101,$1;1;;13723;15747;49;3934;3932;3936;3932;0;0;275;0;1;37
12:22:02,7,$1,1,charge,13723,13.723,15747,15.747,50,0.5,1,3934,3.934,3932,3.932,3937,3.937,3932,3.932,0,0.0,0,0.0,5,0.005,275,27.5,0,00000000,44,00101100,$1;1;;13723;15747;50;3934;3932;3937;3932;0;0;275;0;1;44
12:22:04,8,$1,1,charge,13715,13.715,15747,15.747,49,0.49,1,3933,3.933,3932,3.932,3936,3.936,3932,3.932,0,0.0,0,0.0,4,0.004,277,27.7,0,00000000,37,00100101,$1;1;;13715;15747;49;3933;3932;3936;3932;0;0;277;0;1;37
12:22:06,9,$1,1,charge,13715,13.715,15748,15.748,49,0.49,2,3933,3.933,3932,3.932,3936,3.936,3932,3.932,0,0.0,0,0.0,4,0.004,275,27.5,0,00000000,43,00101011,$1;1;;13715;15748;49;3933;3932;3936;3932;0;0;275;0;2;43
12:22:08,10,$1,1,charge,13715,13.715,15748,15.748,49,0.49,2,3936,3.936,3933,3.933,3937,3.937,3933,3.933,0,0.0,0,0.0,4,0.004,277,27.7,0,00000000,45,00101101,$1;1;;13715;15748;49;3936;3933;3937;3933;0;0;277;0;2;45
