pc_time,frame_index,frame_type,mode_num,mode_name,input_mv,input_v,battery_mv,battery_v,current_cA,current_a,mah,cell1_mv,cell1_v,cell2_mv,cell2_v,cell3_mv,cell3_v,cell4_mv,cell4_v,cell5_mv,cell5_v,cell6_mv,cell6_v,cell_delta_mv,cell_delta_v,temp_raw,temp_c,status,status_bin,unknown_value,unknown_value_bin,raw_line
18:18:14,1,$1,6,mode_6,13105,13.105,13525,13.525,0,0.0,5345,3380,3.38,3374,3.374,3387,3.387,3373,3.373,0,0.0,0,0.0,14,0.014,351,35.1,0,00000000,46,00101110,$1;6;;13105;13525;0;3380;3374;3387;3373;0;0;351;0;5345;46
18:18:16,2,$1,6,mode_6,13105,13.105,13524,13.524,0,0.0,5345,3380,3.38,3374,3.374,3387,3.387,3372,3.372,0,0.0,0,0.0,15,0.015,351,35.1,0,00000000,46,00101110,$1;6;;13105;13524;0;3380;3374;3387;3372;0;0;351;0;5345;46
18:18:18,3,$1,6,mode_6,13105,13.105,13525,13.525,0,0.0,5345,3379,3.379,3374,3.374,3389,3.389,3373,3.373,0,0.0,0,0.0,16,0.016,351,35.1,0,00000000,38,00100110,$1;6;;13105;13525;0;3379;3374;3389;3373;0;0;351;0;5345;38
18:18:20,4,$1,6,mode_6,13113,13.113,13525,13.525,0,0.0,5345,3380,3.38,3374,3.374,3387,3.387,3372,3.372,0,0.0,0,0.0,15,0.015,351,35.1,0,00000000,40,00101000,$1;6;;13113;13525;0;3380;3374;3387;3372;0;0;351;0;5345;40
18:18:22,5,$1,6,mode_6,13105,13.105,13525,13.525,0,0.0,5345,3380,3.38,3374,3.374,3387,3.387,3373,3.373,0,0.0,0,0.0,14,0.014,351,35.1,0,00000000,46,00101110,$1;6;;13105;13525;0;3380;3374;3387;3373;0;0;351;0;5345;46
18:18:24,6,$1,6,mode_6,13105,13.105,13525,13.525,0,0.0,5345,3379,3.379,3374,3.374,3387,3.387,3373,3.373,0,0.0,0,0.0,14,0.014,348,34.8,0,00000000,32,00100000,$1;6;;13105;13525;0;3379;3374;3387;3373;0;0;348;0;5345;32
18:18:26,7,$1,6,mode_6,13105,13.105,13525,13.525,0,0.0,5345,3379,3.379,3374,3.374,3387,3.387,3373,3.373,0,0.0,0,0.0,14,0.014,351,35.1,0,00000000,40,00101000,$1;6;;13105;13525;0;3379;3374;3387;3373;0;0;351;0;5345;40
18:18:28,8,$1,6,mode_6,13113,13.113,13525,13.525,0,0.0,5345,3380,3.38,3374,3.374,3387,3.387,3373,3.373,0,0.0,0,0.0,14,0.014,348,34.8,0,00000000,33,00100001,$1;6;;13113;13525;0;3380;3374;3387;3373;0;0;348;0;5345;33
18:18:30,9,$1,6,mode_6,13105,13.105,13525,13.525,0,0.0,5345,3379,3.379,3374,3.374,3387,3.387,3373,3.373,0,0.0,0,0.0,14,0.014,351,35.1,0,00000000,40,00101000,$1;6;;13105;13525;0;3379;3374;3387;3373;0;0;351;0;5345;40
18:18:32,10,$1,6,mode_6,13105,13.105,13525,13.525,0,0.0,5345,3379,3.379,3374,3.374,3387,3.387,3373,3.373,0,0.0,0,0.0,14,0.014,351,35.1,0,00000000,40,00101000,$1;6;;13105;13525;0;3379;3374;3387;3373;0;0;351;0;5345;40
